Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Total Pump Output (gal_per_min),Differential Pressure (psi),Convertible Torque (kft_lb),Inclination (degrees),Azimuth (degrees),Gamma at Bit (api),Hook Load (klbs),Block Height (feet),Magnetic Toolface (degrees),Gravity Toolface (degrees),Rig Super State (unitless),Rig Sub State (unitless),RSS STEERING % (percent),RSS PRG STEERING % (percent),AutoDriller WOB SP (klbs),AutoDriller Diff Press SP (psi),AutoDriller On Bottom ROP Setpoint (ft_per_hr),YYYY/MM/DD,HH:MM:SS
20849,20849,251.34,25,90.24,5358.52,330.49,736.1,15.946,90.14,164.17,102.32,143.1,21.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:13:00
20850,20850,255.11,25.1,90.41,5344.77,331.82,738.1,16.17,90.14,164.17,114.81,143.2,20.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:13:14
20851,20851,255.15,25.2,90.29,5379.76,330.48,742.49,16.282,90.14,164.17,114.81,143,19.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:13:28
20852,20852,253.31,25.1,90.5,5374.76,331.15,746.82,16.32,90.14,164.17,114.81,143,18.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:13:42
20853,20853,254.64,25.2,90.38,5371,331.15,751.05,15.871,90.14,164.17,114.81,143.2,17.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:13:57
20854,20854,250.76,25.1,90.41,5393.51,331.15,750.89,15.834,90.14,164.17,114.81,143.1,16.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:14:11
20855,20855,254.48,25.3,90.41,5366.01,330.48,754.1,16.32,90.14,164.17,109.91,142.8,15.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:14:25
20856,20856,254.42,25,90.47,5391,331.15,761.86,16.096,90.14,164.17,109.91,143.3,14.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:14:39
20857,20857,254.73,25.2,90.55,5399.76,331.15,769.06,16.208,90.14,164.17,109.91,142.9,13.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:14:54
20858,20858,253.88,25.1,90.21,5398.52,330.49,770.16,15.946,90.14,164.17,109.91,143.4,12.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:15:08
20859,20859,256.21,25.3,90.21,5388.51,330.48,765.59,16.469,90.14,164.17,109.91,143.2,11.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:15:22
20860,20860,256.69,25.3,90.55,5413.51,331.15,764.61,16.133,90.14,164.17,109.91,143.2,10.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:15:37
20861,20861,252.16,25.3,90.52,5384.77,330.49,757.39,16.096,90.14,164.17,111.23,142.7,9.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:15:51
20862,20862,248.79,25.5,90.44,5392.27,331.15,752.93,15.797,90.14,164.17,111.23,142.6,8.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:16:06
20863,20863,248.72,25.8,90.58,5373.51,331.15,749.83,16.133,90.14,164.17,111.23,142.6,7.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:16:23
20864,20864,69.18,21.2,60.93,4516,331.15,-78.77,13.705,90.14,164.17,110.59,152.5,100.3,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:20:35
20865,20865,210.93,21.4,90.21,4588.51,331.82,-33.16,15.237,90.14,164.17,110.59,150.7,99.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:20:46
20866,20866,338.05,22.3,90.32,4754.77,331.15,150.85,15.946,90.14,164.17,110.59,148.8,98.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:20:58
20867,20867,335.71,22.7,90.32,4956.01,330.49,339.9,15.983,90.14,164.17,110.59,147.4,97.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:21:14
20868,20868,254.38,22.6,90.41,5094.76,331.82,480.15,16.208,90.14,164.17,110.59,147.6,96.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:21:30
20869,20869,230.28,22.7,90.18,5187.26,331.15,560.37,16.058,90.14,164.17,110.59,147.7,95.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:21:45
20870,20870,244.35,23.4,90.61,5211.01,331.15,613.01,16.506,90.14,164.17,110.59,146.9,94.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:22:00
20871,20871,244.88,23.6,90.29,5262.25,331.15,641.55,15.909,90.14,164.17,110.59,147,93.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:22:16
20872,20872,237.08,24,90.47,5281.01,331.15,658.85,15.722,90.14,164.17,110.34,146,92.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:22:31
20873,20873,237.6,27,90.44,5306.01,331.15,673.54,16.096,90.14,164.17,110.34,145.6,91.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:22:55
20874,20874,191,24.6,90.29,5306.01,331.15,675.07,15.349,91.54,165.16,110.34,146.9,90.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:23:12
20875,20875,242.05,23.5,90.29,5274.76,331.15,666.69,16.245,91.54,165.16,110.34,149,89.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:23:24
20876,20876,282.06,24.5,90.47,5277.27,331.15,657.63,16.245,91.54,165.16,108.12,146,88.6,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:23:38
20877,20877,280.19,24.6,90.67,5271.01,331.15,670.54,15.573,91.54,165.16,108.12,145.8,87.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:23:53
20878,20878,245.56,24.5,90.58,5316.01,330.48,681.67,15.946,91.54,165.16,108.12,145.5,86.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:24:07
20879,20879,252.44,24.8,90.18,5312.26,331.82,688.7,16.469,91.54,165.16,108.12,145.5,85.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:24:22
20880,20880,252.98,24.9,90.18,5311.02,330.48,703.4,15.909,91.54,165.16,108.12,145.8,84.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:24:36
20881,20881,250.93,24.9,90.24,5321.01,331.15,706.22,16.469,91.54,165.16,108.12,145,83.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:24:50
20882,20882,251.69,25,90.18,5347.26,331.15,709.89,16.469,91.54,165.16,109.23,145.1,82.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:25:05
20883,20883,249.55,25.1,90.41,5346.01,330.49,713.94,16.208,91.54,165.16,109.23,144.6,81.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:25:20
20884,20884,242.14,25.1,90.52,5341.01,330.48,718.89,15.871,91.54,165.16,109.23,144.9,80.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:25:35
20885,20885,238.85,25.3,90.52,5348.51,331.82,728.01,16.394,91.54,165.16,109.23,144.5,79.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:25:51
20886,20886,235.97,25.4,90.47,5362.26,330.48,734.27,16.656,91.54,165.16,101.21,144.5,78.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:26:07
20887,20887,221.54,25.3,90.44,5371,331.15,738.41,15.909,91.54,165.16,101.21,144.8,77.7,231.61,-112.5,1,1,6,46,25,1200,500,9/20/2024,21:26:23
20888,20888,235.78,25,90.47,5367.26,331.15,739.7,16.693,91.54,165.16,101.21,144.9,76.7,231.61,-112.5,1,1,6,45,25,1200,500,9/20/2024,21:26:38
20889,20889,241.12,24.9,90.67,5379.76,330.48,746.65,16.469,91.54,165.16,101.21,144.8,75.7,231.61,-112.5,1,1,6,45,25,1200,500,9/20/2024,21:26:53
20890,20890,241.14,25.1,90.47,5354.76,331.15,752.73,16.133,91.54,165.16,99.42,145,74.7,231.61,-112.5,1,1,6,45,25,1200,500,9/20/2024,21:27:08
20891,20891,242.11,25.2,90.24,5388.51,331.15,744.34,16.32,91.54,165.16,99.42,144.4,73.7,231.61,-112.5,1,1,6,45,25,1200,500,9/20/2024,21:27:23
20892,20892,243.25,25.2,90.27,5358.52,331.15,747.1,16.506,91.54,165.16,99.42,144.5,72.7,231.61,-112.5,1,1,6,45,25,1200,500,9/20/2024,21:27:38
20893,20893,243.71,25.1,90.29,5381.01,331.15,750.51,16.17,91.54,165.16,99.42,144.3,71.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:27:53
20894,20894,238.08,25.2,90.44,5384.77,331.15,753.86,16.282,91.54,165.16,111.7,144.7,70.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:28:08
20895,20895,234.81,25.2,110.41,5373.51,331.15,757.14,18.112,91.54,165.16,111.7,145.1,69.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:28:23
20896,20896,247.21,25,110.44,5422.26,331.82,781.27,17.776,91.54,165.16,111.7,144.7,68.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:28:37
20897,20897,260.37,24.8,110.47,5397.26,330.48,782.53,17.888,91.54,165.16,111.7,144.8,67.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:28:51
20898,20898,262.94,25,110.41,5406.02,330.49,783.02,17.589,91.54,165.16,111.7,144.6,66.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:29:05
20899,20899,265.53,24.8,110.53,5393.51,331.82,784,17.179,91.54,165.16,111.7,144.7,65.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:29:18
20900,20900,271.13,24.9,110.56,5381.01,330.48,776.28,17.291,91.54,165.16,111.7,144.9,64.7,231.61,-112.5,1,1,6,49,25,1200,500,9/20/2024,21:29:32
20901,20901,271.93,25.1,110.79,5396.01,330.49,771.86,17.515,91.54,165.16,109.01,144.5,63.7,231.61,-112.5,1,1,6,47,25,1200,500,9/20/2024,21:29:45
20902,20902,270.98,25,110.41,5384.77,331.15,761.79,17.403,91.54,165.16,109.01,144.9,62.7,231.61,-112.5,1,1,6,47,25,1200,500,9/20/2024,21:29:58
20903,20903,267.68,25.1,110.44,5399.76,331.82,759.44,17.104,91.54,165.16,109.01,144.7,61.7,231.61,-112.5,1,1,6,47,25,1200,500,9/20/2024,21:30:12
20904,20904,266.26,28.1,110.41,5377.25,331.15,758.14,17.664,91.54,165.16,109.01,144,60.7,231.61,-112.5,1,1,6,47,25,1200,500,9/20/2024,21:30:33
20905,20905,188.15,26.2,110.53,5367.26,331.15,745.74,16.544,91.54,165.16,115.92,143.9,59.7,231.61,-112.5,1,1,6,47,25,1200,500,9/20/2024,21:30:52
20906,20906,198.5,26.1,110.64,5333.51,330.48,716.68,16.73,91.54,165.16,115.92,147.8,58.7,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:31:06
20907,20907,286.87,24.5,110.5,5322.26,331.15,703.42,16.432,91.54,165.16,115.92,144.7,57.6,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:31:19
20908,20908,292.93,24.7,110.59,5352.26,331.15,706.5,16.768,91.54,165.16,115.92,144.4,56.7,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:31:33
20909,20909,266.6,24.4,110.61,5339.76,331.15,710.04,16.506,91.54,165.16,115.92,144.8,55.7,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:31:45
20910,20910,275.76,25,110.53,5342.26,330.48,712.19,16.394,91.54,165.16,103.43,144.3,54.7,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:31:59
20911,20911,274.47,25,110.5,5343.5,331.82,715.15,16.656,91.54,165.16,103.43,144.7,53.7,231.61,-112.5,1,1,6,61,25,1200,500,9/20/2024,21:32:13
20912,20912,264.76,25,110.33,5338.52,331.15,723.41,17.328,91.54,165.16,103.43,144.3,52.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:32:26
20913,20913,264.98,25.1,110.39,5364.77,330.48,733.29,17.141,91.54,165.16,103.43,144.4,51.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:32:40
20914,20914,259.81,25.1,110.44,5369.76,331.82,733.03,17.328,91.54,165.16,111.48,143.9,50.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:32:55
20915,20915,256.55,25.1,110.56,5367.26,330.48,738.26,16.88,91.54,165.16,111.48,143.7,49.6,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:33:09
20916,20916,255.43,25.2,110.61,5369.76,331.15,738.13,17.477,91.54,165.16,111.48,143.9,48.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:33:23
20917,20917,255.89,25.1,110.5,5382.26,331.15,737.06,17.365,91.54,165.16,111.48,144,47.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:33:37
20918,20918,257.07,25.1,110.3,5341.01,330.48,734.87,17.44,91.54,165.16,111.48,144,46.7,231.61,-112.5,1,1,6,58,25,1200,500,9/20/2024,21:33:51
20919,20919,258.32,25,110.73,5352.26,330.48,736.04,17.44,91.54,165.16,111.48,144.3,45.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:34:05
20920,20920,265.91,25.1,110.47,5369.76,331.82,738.28,17.141,91.54,165.16,105,143.4,44.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:34:18
20921,20921,265.95,25.1,110.44,5354.76,330.48,736.49,17.403,91.54,165.16,105,144.1,43.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:34:32
20922,20922,263.19,25.2,110.44,5343.5,330.49,732.9,18.299,91.54,165.16,105,144.2,42.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:34:46
20923,20923,263.06,25.2,110.84,5381.01,331.15,732.43,17.403,91.54,165.16,105,143.7,41.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:35:00
20924,20924,258.16,25.4,110.41,5383.51,330.48,737.65,17.216,91.54,165.16,105,143.6,40.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:35:14
20925,20925,253,25.3,110.44,5373.51,330.48,735.65,17.552,91.54,165.16,109.23,143.6,39.7,231.61,-112.5,1,1,6,41,25,1200,500,9/20/2024,21:35:28
20926,20926,253.73,25.2,110.36,5359.76,330.48,736.88,17.328,91.54,165.16,109.23,143.9,38.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:35:42
20927,20927,258.43,25.1,110.82,5379.76,331.15,744.21,17.515,91.54,165.16,109.23,143.8,37.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:35:57
20928,20928,258.96,25,110.18,5369.76,330.48,748.74,17.328,91.54,165.16,109.23,143.6,36.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:36:10
20929,20929,266.22,25,110.73,5374.76,331.15,741.9,17.477,91.54,165.16,109.23,143.9,35.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:36:24
20930,20930,267.78,25.3,110.44,5378.52,331.15,733.68,17.104,91.54,165.16,106.79,143.4,34.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:36:37
20931,20931,267.3,25.3,110.67,5343.5,330.49,724.17,17.403,91.54,165.16,106.79,143.4,33.7,231.61,-112.5,1,1,6,21,25,1200,500,9/20/2024,21:36:51
20932,20932,264.44,25.1,110.3,5343.5,330.48,722.73,17.291,91.54,165.16,106.79,143.5,32.7,231.61,-112.5,1,1,6,7,25,1200,500,9/20/2024,21:37:04
20933,20933,264.24,25.3,110.36,5348.51,331.82,721.52,17.291,91.54,165.16,106.79,143.9,31.7,231.61,-112.5,1,1,6,7,25,1200,500,9/20/2024,21:37:18
20934,20934,261.18,25.5,110.44,5342.26,330.48,724.4,17.44,91.54,165.16,113.24,143,30.7,231.61,-112.5,1,1,6,7,25,1200,500,9/20/2024,21:37:33
20935,20935,254.22,28.8,110.53,5359.76,331.82,738.25,17.44,91.54,165.16,113.24,143.3,29.7,231.61,-112.5,1,1,6,7,25,1200,500,9/20/2024,21:37:52
20936,20936,227.86,27.6,110.87,5378.52,330.48,744.08,17.328,91.54,165.16,113.24,143.5,28.7,231.61,-112.5,1,1,6,7,25,1200,500,9/20/2024,21:38:17
20937,20937,162.39,26,110.59,5334.76,331.82,721.34,16.917,91.54,165.16,113.24,146.7,27.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:38:39
20938,20938,220.39,23.7,110.47,5308.51,330.48,702.74,16.506,91.54,165.16,114.38,146.1,26.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:38:52
20939,20939,262.65,24.1,110.41,5327.26,330.48,700.19,16.73,91.54,165.16,114.38,144.4,25.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:39:07
20940,20940,257.18,24.4,110.67,5322.26,330.48,703.5,17.216,91.54,165.16,114.38,144.1,24.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:39:21
20941,20941,245.72,24.7,110.64,5328.51,331.15,710.4,17.067,91.54,165.16,114.38,143.7,23.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:39:36
20942,20942,244.01,24.8,110.76,5346.01,331.15,720.8,16.842,91.54,165.16,114.38,143.5,22.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:39:51
20943,20943,241.85,24.9,110.39,5357.25,331.15,722.21,16.992,91.54,165.16,109.48,143.2,21.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:40:06
20944,20944,240.74,25.2,110.5,5361.01,331.15,738.13,17.515,91.54,165.16,109.48,143.3,20.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:40:21
20945,20945,239.26,25.3,110.39,5379.76,330.48,754.93,17.851,91.54,165.16,109.48,143.8,19.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:40:38
20946,20946,236.87,24.9,110.79,5377.25,331.82,756.36,17.141,91.54,165.16,109.48,143.1,18.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:40:53
20947,20947,244.88,25.2,110.47,5364.77,330.48,747.88,17.627,91.54,165.16,108.58,143,17.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:41:07
20948,20948,244.57,25.3,110.41,5366.01,331.82,738.38,17.291,91.54,165.16,108.58,142.9,16.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:41:22
20949,20949,245.5,25,110.33,5344.77,331.15,731.39,17.477,91.54,165.16,108.58,142.9,15.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:41:37
20950,20950,245.48,25.3,110.59,5378.52,330.48,748.31,17.851,91.54,165.16,108.58,142.8,14.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:41:52
20951,20951,240.79,25.3,110.82,5392.27,331.82,752.13,17.44,91.54,165.16,110.34,142.9,13.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:42:08
20952,20952,230.17,25.4,110.64,5387.26,331.15,752.72,18,91.54,165.16,110.34,142.7,12.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:42:24
20953,20953,234.35,25,110.41,5382.26,331.15,755.38,17.141,91.54,165.16,110.34,142.7,11.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:42:39
20954,20954,242.53,25.2,110.59,5377.25,331.15,749.3,17.216,91.54,165.16,110.34,142.6,10.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:42:54
20955,20955,239.84,25.4,110.5,5368.51,330.48,742.62,18,91.54,165.16,110.34,142.6,9.7,231.61,-112.5,1,1,6,6,25,1200,500,9/20/2024,21:43:10
20956,20956,225.52,25.5,110.44,5357.25,331.15,736.92,17.701,91.54,165.16,102.53,142.9,8.7,231.61,-112.5,1,1,6,44,25,1200,500,9/20/2024,21:43:27
20957,20957,222.47,25.9,110.76,5366.01,331.15,738.03,17.701,91.54,165.16,102.53,141.9,7.7,231.61,-112.5,1,1,6,44,25,1200,500,9/20/2024,21:43:45
20958,20958,63.56,36.5,35.3,4686,331.15,-136.14,14.639,91.54,165.16,112.13,132.4,13.4,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:29:25
20959,20959,314.6,41.7,110.99,4702.26,331.81,-112.7,19.158,91.54,165.16,112.13,158.7,12.8,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:29:43
20960,20960,293.73,16,110.3,4744.76,331.82,-99.07,12.212,91.54,165.16,112.13,157.8,11.8,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:29:49
20961,20961,252.36,19.2,109.93,4746.01,331.82,-70.32,12.324,91.54,165.16,112.13,153.6,10.9,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:29:56
20962,20962,401.72,29.5,40.3,4779.76,331.15,-36.73,13.22,91.54,165.16,112.13,142.3,9.9,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:30:02
20968,20968,120.65,34.6,110.61,4843.52,332.48,27.96,20.39,91.79,165.37,98.52,143.6,98.1,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:37:25
20969,20969,258.27,27.2,110.5,5031.01,331.15,197.06,17.776,91.79,165.37,98.52,143.8,97,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:37:37
20970,20970,302.24,26.4,110.36,5121.02,332.48,307.52,17.477,91.79,165.37,98.52,144.2,96.1,231.61,-112.5,1,1,6,34,25,1000,500,9/20/2024,22:37:49
20971,20971,302.38,26.2,110.41,5212.26,331.82,380.48,16.842,91.79,165.37,98.52,144.4,95.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:38:01
20972,20972,292.78,26,110.64,5272.26,331.15,427.06,17.141,91.79,165.37,98.52,144.9,94.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:38:16
20973,20973,271.46,25.5,110.53,5277.27,331.15,461.15,17.888,91.79,165.37,106.58,145.6,93.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:38:31
20974,20974,235.4,27.7,110.67,5306.01,331.82,473.07,16.656,91.79,165.37,106.58,145.8,92.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:38:57
20975,20975,157.83,25.6,110.5,5282.25,331.15,464.96,15.311,91.79,165.37,106.58,146.2,91.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:39:18
20976,20976,199.7,25,110.5,5251.01,331.82,428.27,15.647,91.79,165.37,115.92,149.2,90.1,231.61,-112.5,1,1,6,58,25,1000,500,9/20/2024,22:39:33
20977,20977,269.66,23.9,110.99,5274.76,331.15,422.43,16.805,91.79,165.37,115.92,146.6,89.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:39:46
20978,20978,272.45,24.4,110.82,5262.25,330.49,442.75,16.245,91.79,165.37,115.92,146.2,88.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:40:01
20979,20979,250.15,24.6,110.61,5273.51,331.82,458.7,16.506,91.79,165.37,115.92,145.4,87.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:40:16
20980,20980,240.3,24.7,110.53,5282.25,331.82,467.24,15.647,91.79,165.37,97.88,145.9,86.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:40:31
20981,20981,243.31,24.9,110.53,5307.26,331.15,473.39,16.208,91.79,165.37,97.88,145.8,85.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:40:46
20982,20982,241.6,25,110.5,5316.01,331.15,486.68,16.208,91.79,165.37,97.88,145.4,84.1,231.61,-112.5,1,1,6,81,25,1000,500,9/20/2024,22:41:02
20983,20983,240.51,24.9,110.64,5312.26,330.49,490.75,15.946,91.79,165.37,97.88,145.8,83,231.61,-112.5,1,1,6,78,25,1000,500,9/20/2024,22:41:16
20984,20984,243.22,25.1,110.33,5327.26,331.82,490.27,16.506,91.79,165.37,97.88,145.3,82.1,231.61,-112.5,1,1,6,78,25,1000,500,9/20/2024,22:41:31
20985,20985,242.56,25.4,110.5,5324.77,331.82,490.53,17.253,91.79,165.37,115.24,145.3,81.1,231.61,-112.5,1,1,6,78,25,1000,500,9/20/2024,22:41:47
20986,20986,230.73,25.3,110.5,5332.26,331.15,507.79,16.208,91.79,165.37,115.24,145.1,80.1,231.61,-112.5,1,1,6,78,25,1000,500,9/20/2024,22:42:04
20987,20987,219.36,25.3,110.79,5353.51,331.81,515.05,16.506,91.79,165.37,115.24,145.1,79.1,231.61,-112.5,1,1,6,78,25,1000,500,9/20/2024,22:42:20
20988,20988,221.38,25.1,110.64,5343.5,331.15,507.1,16.805,91.79,165.37,115.24,144.7,78.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:42:37
20989,20989,226.23,24.9,110.5,5332.26,331.15,500.47,15.946,91.79,165.37,108.33,145.1,77.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:42:52
20990,20990,237.52,25,110.39,5338.52,331.15,498.2,16.021,91.79,165.37,108.33,144.8,76.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:43:07
20991,20991,239.01,25,111.02,5341.01,331.81,500.31,15.946,91.79,165.37,108.33,144.7,75.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:43:22
20992,20992,242.13,25.1,110.47,5329.75,331.81,494.36,16.656,91.79,165.37,108.33,145.2,74.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:43:37
20993,20993,243.5,25.1,110.5,5337.27,331.15,490.95,16.32,91.79,165.37,108.33,144.5,73.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:43:52
20994,20994,240.39,25.1,110.47,5331.02,331.81,491.1,16.245,91.79,165.37,103,144.5,72.1,231.61,-112.5,1,1,6,70,25,1000,500,9/20/2024,22:44:07
20995,20995,240.39,25.3,110.5,5339.76,330.49,490.65,16.133,91.79,165.37,103,144.6,71.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:44:23
20996,20996,234.77,25.2,110.61,5342.26,331.82,492.31,16.021,91.79,165.37,103,144.7,70.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:44:38
20997,20997,236.61,25.2,110.96,5353.51,331.15,499.21,16.581,91.79,165.37,103,145,69.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:44:53
20998,20998,240.82,25,110.5,5339.76,331.82,499.21,16.805,91.79,165.37,111.48,144.7,68.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:45:08
20999,20999,245.42,25.1,110.5,5316.01,331.82,492.7,16.544,91.79,165.37,111.48,144.3,67.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:45:23
21000,21000,245.92,25,110.39,5341.01,330.49,496.28,16.506,91.79,165.37,111.48,144.5,66.1,231.61,-112.5,1,1,6,48,25,1000,500,9/20/2024,22:45:37
21001,21001,250.53,25.2,110.44,5354.76,331.82,504.27,16.432,91.79,165.37,111.48,144.4,65.1,231.61,-112.5,1,1,6,44,25,1000,500,9/20/2024,22:45:52
21002,21002,249.7,25,110.64,5333.51,331.82,509.92,15.946,91.79,165.37,111.48,144.3,64.1,231.61,-112.5,1,1,6,44,25,1000,500,9/20/2024,22:46:06
